,ISBN,rating
1638,0590457829,5.0
2632,1559581883,5.0
1639,0590458019,5.0
2630,1558821120,5.0
2629,155874875X,5.0
2628,1558747966,5.0
2625,1558744150,5.0
2645,1561569569,5.0
2624,155874262X,5.0
2623,1557236186,5.0
2622,1557236135,5.0
2621,1557230196,5.0
2620,1557094985,5.0
1640,0590458868,5.0
1641,0590464140,5.0
1642,0590464388,5.0
1643,0590465392,5.0
2615,1555323111,5.0
1644,0590465961,5.0
1645,0590474839,5.0
2644,1561445797,5.0
2646,1561792233,5.0
1614,0590439685,5.0
1623,0590444964,5.0
1615,0590441868,5.0
2676,1567187196,5.0
1616,0590442929,5.0
1617,0590442945,5.0
2673,1567184308,5.0
1618,059044297X,5.0
1619,059044302X,5.0
1620,0590443607,5.0
2667,1566196264,5.0
1621,059044364X,5.0
1622,0590443658,5.0
2664,1565657063,5.0
1624,0590445065,5.0
2647,1562472313,5.0
2660,1565041755,5.0
1625,0590446479,5.0
2658,1565040546,5.0
1626,0590446894,5.0
1627,0590447629,5.0
1628,0590448730,5.0
1629,0590448749,5.0
1630,059044932X,5.0
1631,0590450638,5.0
1632,0590452037,5.0
2649,156326160X,5.0
2648,1562939327,5.0
1562,0553802461,5.0
2288,0816712220,5.0
1559,0553586122,5.0
2863,2277301019,5.0
1872,0671740857,5.0
2261,0812515285,5.0
1330,0451623339,5.0
1866,0671737708,5.0
1338,0452266556,5.0
1860,0671737104,5.0
1343,0452278902,5.0
1344,0452279178,5.0
1351,0486228312,5.0
2266,0812550757,5.0
1355,0505523078,5.0
1360,0515085936,5.0
1368,0515109908,5.0
2258,0812511999,5.0
1370,0515113522,5.0
1373,0515120014,5.0
1377,0515128635,5.0
1383,051513225X,5.0
1384,0515132632,5.0
1386,0515133418,5.0
1398,0517146487,5.0
1401,051738809X,5.0
1404,0517543699,5.0
1405,0517548747,5.0
1406,0517576457,5.0
1409,0517593335,5.0
1325,0451524411,5.0
1311,0451405986,5.0
2287,0816712166,5.0
2248,0811810577,5.0
1241,0451141490,5.0
1242,0451147375,5.0
2243,0807514551,5.0
2939,8401013305,5.0
1244,0451151224,5.0
2244,0807524638,5.0
2933,39483965X,5.0
2245,0810494582,5.0
1887,067175081X,5.0
1260,0451163494,5.0
2923,2922469131,5.0
1272,0451170385,5.0
2250,0812035666,5.0
2257,0812511778,5.0
1279,0451183665,5.0
1282,0451184963,5.0
1284,0451187644,5.0
2251,0812056361,5.0
1293,0451198670,5.0
1296,0451203895,5.0
1300,0451205626,5.0
1302,0451206878,5.0
1303,0451208072,5.0
1305,0451208188,5.0
1306,0451209443,5.0
1307,0451401239,5.0
1410,0517667746,5.0
1411,051767582X,5.0
1412,0517694204,5.0
1511,0553452991,5.0
1483,0553268082,5.0
1487,0553272772,5.0
1490,0553274074,5.0
1491,055327807X,5.0
1492,0553278398,5.0
1496,0553287664,5.0
1501,0553296981,5.0
2279,0816701717,5.0
2280,0816702950,5.0
2281,0816703035,5.0
1509,0553375814,5.0
1510,0553440055,5.0
1512,0553472321,5.0
1413,0517887940,5.0
1513,0553492152,5.0
2283,0816706522,5.0
2284,0816709114,5.0
1521,0553568728,5.0
1524,0553569422,5.0
1525,055356983X,5.0
1526,0553569910,5.0
1528,0553571745,5.0
1532,0553572326,5.0
2285,0816709939,5.0
1553,0553583360,5.0
2286,081671102X,5.0
2276,0812581733,5.0
1853,0671735691,5.0
1464,0553233246,5.0
1463,0553232959,5.0
1415,0523418264,5.0
1416,052537373X,5.0
1417,0525441603,5.0
1418,0525452141,5.0
1419,0525460543,5.0
1421,0525672907,5.0
1423,0525934197,5.0
1424,0525941908,5.0
1427,0525946829,5.0
1428,053101455X,5.0
1429,0531055744,5.0
1435,0553055739,5.0
1436,055305581X,5.0
1437,0553072412,5.0
1438,0553081144,5.0
1441,0553090437,5.0
1447,0553139940,5.0
1448,0553143573,5.0
1449,0553143581,5.0
1451,0553150642,5.0
1452,0553155962,5.0
1453,0553157922,5.0
1460,0553213423,5.0
1461,0553216287,5.0
1462,0553220241,5.0
1646,0590475967,5.0
1647,0590476149,5.0
1648,0590477331,5.0
2319,0817210571,5.0
2428,0880116668,5.0
1788,0671459368,5.0
2426,0879513756,5.0
1790,0671468200,5.0
2424,0877478139,5.0
2423,0877453462,5.0
2317,0816745528,5.0
2421,0876282389,5.0
2419,0875961517,5.0
2318,0816749256,5.0
1793,0671517635,5.0
1794,0671519026,5.0
1796,0671525425,5.0
1786,0671439634,5.0
1800,0671532413,5.0
2409,0874843383,5.0
2408,0874490286,5.0
2407,0874340241,5.0
2406,0874312094,5.0
1805,0671551310,5.0
2403,0872169324,5.0
2402,0871916622,5.0
2401,0871913984,5.0
2400,0871913909,5.0
1808,067155851X,5.0
1809,0671568175,5.0
1787,0671443283,5.0
1785,0671436600,5.0
2303,0816734704,5.0
2454,0884700135,5.0
2305,0816735727,5.0
2306,0816737185,5.0
2307,0816737215,5.0
1751,0671021192,5.0
2468,0886778085,5.0
2467,0886777976,5.0
1752,0671023004,5.0
2308,0816738599,5.0
2309,0816738637,5.0
2458,0886469929,5.0
1764,0671034413,5.0
2310,0816741352,5.0
2453,0883341093,5.0
1783,0671421611,5.0
2452,0882669532,5.0
2311,0816741824,5.0
2450,088184425X,5.0
2312,0816742065,5.0
2313,0816742146,5.0
2446,0881661775,5.0
2445,0881064882,5.0
2314,0816742499,5.0
2315,0816743452,5.0
2316,0816745404,5.0
1782,0671415085,5.0
2433,0880384549,5.0
2397,0865300569,5.0
2396,0865300399,5.0
2393,0849981212,5.0
2341,0831703946,5.0
2358,0840763190,5.0
2357,0837850681,5.0
1824,0671664549,5.0
1827,0671670689,5.0
1828,0671673513,5.0
2352,0836220498,5.0
2321,0819309621,5.0
2322,0819311898,5.0
2345,0834300524,5.0
1833,0671692550,5.0
1837,0671695126,5.0
2342,083172434X,5.0
2340,0824982657,5.0
1817,0671632388,5.0
2339,0823412458,5.0
2338,0822501279,5.0
2337,0821770403,5.0
2336,0821770209,5.0
2333,0821757458,5.0
2332,0821748688,5.0
2331,0821747967,5.0
1835,0671692844,5.0
2329,0821736752,5.0
2328,0821735926,5.0
2327,0821721135,5.0
2326,0821718436,5.0
2359,0842329129,5.0
2361,0842329242,5.0
2362,0842329250,5.0
2363,0842329269,5.0
2391,0849938767,5.0
1818,0671640453,5.0
2320,0819307831,5.0
1821,067165375X,5.0
2385,0843942657,5.0
2384,0843940425,5.0
2383,0843939001,5.0
2382,0843921110,5.0
2381,0843622237,5.0
2380,0843605715,5.0
2379,0843141506,5.0
2378,0843141174,5.0
2377,0843138122,5.0
2376,0843138076,5.0
2375,084313805X,5.0
2374,0843137401,5.0
2373,0843132671,5.0
2372,0843127600,5.0
1823,0671663585,5.0
2370,084311438X,5.0
2369,0843111976,5.0
2368,084310676X,5.0
2367,0843105887,5.0
2366,0843103914,5.0
2365,0843103116,5.0
2304,0816735638,5.0
2478,0891451641,5.0
1649,0590477404,5.0
2560,0945260245,5.0
1674,0590679872,5.0
1675,0590689916,5.0
1676,0590689924,5.0
1677,0590689959,5.0
1678,0590697676,5.0
1679,0590931040,5.0
1680,0590956248,5.0
2292,0816718741,5.0
2293,0816718784,5.0
2565,0965038084,5.0
2564,0962764302,5.0
2561,0945575998,5.0
2559,0943263107,5.0
1672,0590604031,5.0
2558,0941076008,5.0
1686,0613336526,5.0
2556,0936676523,5.0
2555,093459306X,5.0
2554,0934323062,5.0
2553,0934323003,5.0
2294,0816719683,5.0
2550,0929714032,5.0
2295,0816723621,5.0
1692,0670220264,5.0
2547,0920668372,5.0
1693,0670241334,5.0
1673,0590623869,5.0
1671,0590603221,5.0
2302,0816733872,5.0
1661,0590503170,5.0
1650,0590479172,5.0
1651,0590481371,5.0
1652,0590482483,5.0
1653,0590483404,5.0
1654,0590483501,5.0
1655,0590484125,5.0
1656,0590485148,5.0
1657,0590489410,5.0
1658,0590494457,5.0
1659,0590494473,5.0
1660,059050312X,5.0
2595,1551668912,5.0
1662,0590504932,5.0
1669,0590568795,5.0
2592,1551667959,5.0
2591,155166674X,5.0
1663,0590508342,5.0
2589,1551664941,5.0
2588,1551662817,5.0
2587,1551660431,5.0
1664,0590553232,5.0
2291,0816718458,5.0
2584,1550743074,5.0
1666,059056871X,5.0
1667,0590568744,5.0
1668,0590568787,5.0
2545,0916547043,5.0
2544,0916392147,5.0
2543,0916392066,5.0
2494,0893755397,5.0
1720,0671001868,5.0
2506,0894803034,5.0
1721,0671001906,5.0
2300,081672962X,5.0
1729,0671008536,5.0
2301,0816732744,5.0
2500,0893756563,5.0
2499,0893756539,5.0
2498,0893755826,5.0
2497,0893755818,5.0
2496,0893755672,5.0
2495,0893755443,5.0
2493,0893755346,5.0
1694,0670260770,5.0
2492,0893755192,5.0
2491,0893754811,5.0
2489,0893752886,5.0
2488,0893752746,5.0
2487,0893752193,5.0
2486,0893751057,5.0
2485,0893750832,5.0
2484,0893750778,5.0
2483,0893750603,5.0
2482,0893750522,5.0
2481,0893750395,5.0
2480,0892966432,5.0
2299,0816728615,5.0
2510,0895424525,5.0
1715,0670868361,5.0
2512,0895860198,5.0
2296,0816724199,5.0
1697,0670447161,5.0
1698,0670451932,5.0
1699,0670803596,5.0
1701,0670813648,5.0
1702,067081458X,5.0
1703,0670821551,5.0
1704,0670825921,5.0
1705,067082982X,5.0
2528,0915442639,5.0
2527,0914091883,5.0
2297,0816724717,5.0
2525,0912696788,5.0
2524,0912696540,5.0
2523,0912696249,5.0
2522,0912333006,5.0
2521,0910313334,5.0
2520,0910313202,5.0
2519,0910313016,5.0
2518,0905104862,5.0
2517,0899545491,5.0
2516,0899083242,5.0
1712,0670855030,5.0
1713,0670858692,5.0
2298,081672539X,5.0
1239,0451137965,5.0
3305,8422660067,5.0
1236,0451128028,5.0
1069,0425184226,5.0
975,039494836X,5.0
3315,842266030X,5.0
3314,8422660156,5.0
3313,8422660148,5.0
3312,842266013X,5.0
3311,8422660121,5.0
3310,8422660113,5.0
3309,8422660105,5.0
3308,8422660091,5.0
3307,8422660083,5.0
3306,8422660075,5.0
1931,0679431977,5.0
3304,8422660059,5.0
3303,8422660040,5.0
3302,8422660032,5.0
976,0394992172,5.0
3300,8422659328,5.0
3299,842265931X,5.0
3298,8422659298,5.0
3297,842265928X,5.0
3296,8422659271,5.0
3295,8422659263,5.0
3294,8422659255,5.0
1930,0679429549,5.0
3292,8422659190,5.0
3291,8422659182,5.0
3290,842265914X,5.0
974,0394947819,5.0
973,0394946251,5.0
3320,8422662981,5.0
961,0394885082,5.0
952,039486056X,5.0
953,0394862953,5.0
3347,842267212X,5.0
954,039487045X,5.0
955,0394871804,5.0
3343,8422671360,5.0
956,0394873335,5.0
957,0394873351,5.0
958,039487336X,5.0
3339,8422668670,5.0
959,0394879740,5.0
960,0394881788,5.0
962,0394890566,5.0
972,0394943961,5.0
963,0394891341,5.0
3332,8422663759,5.0
3331,8422663740,5.0
3330,8422663732,5.0
964,0394893301,5.0
965,0394896955,5.0
3327,8422663694,5.0
966,0394900294,5.0
968,0394910761,5.0
969,0394929977,5.0
970,0394942558,5.0
971,0394943198,5.0
980,0395169658,5.0
981,0395264626,5.0
982,0395319366,5.0
3228,8422640333,5.0
1235,0451124685,5.0
1020,0399611703,5.0
3244,8422645157,5.0
3243,8422644851,5.0
1927,067941133X,5.0
3240,8422644657,5.0
1033,0425077063,5.0
1034,0425081818,5.0
3236,8422643855,5.0
1041,042509507X,5.0
3231,8422641127,5.0
1049,0425120279,5.0
1050,0425123448,5.0
1017,039923036X,5.0
1051,0425140040,5.0
3222,8422638908,5.0
3221,8422638894,5.0
1052,0425141209,5.0
3219,8422638878,5.0
1053,0425141756,5.0
1059,0425169693,5.0
2213,0804108242,5.0
1062,0425172546,5.0
1926,0679405283,5.0
1068,0425184102,5.0
3206,842263662X,5.0
1018,0399231587,5.0
1016,0399227741,5.0
3285,8422658097,5.0
1928,0679413685,5.0
3283,8422656647,5.0
3282,8422656639,5.0
983,039541668X,5.0
984,0395430232,5.0
985,0395437822,5.0
986,039552590X,5.0
987,0395588014,5.0
3273,8422653265,5.0
988,0395633133,5.0
990,0397473044,5.0
991,0399128166,5.0
3268,8422651319,5.0
993,039913039X,5.0
1015,0399226125,5.0
994,0399133143,5.0
995,0399135138,5.0
3263,8422648563,5.0
3262,8422648326,5.0
998,0399139141,5.0
999,039913932X,5.0
1001,0399143947,5.0
2210,0804105774,5.0
1005,039914613X,5.0
1007,0399148019,5.0
1011,0399149392,5.0
1012,0399149821,5.0
3350,8422673053,5.0
3351,8422673266,5.0
951,0394856163,5.0
904,0385335490,5.0
892,038531258X,5.0
893,038531292X,5.0
2203,0803714831,5.0
895,0385315236,5.0
896,0385315309,5.0
897,038531695X,5.0
898,0385319568,5.0
3443,8423325911,5.0
3440,8423309754,5.0
903,0385335466,5.0
3436,842269770X,5.0
3435,8422697696,5.0
906,0385336314,5.0
889,0385297394,5.0
3431,842269753X,5.0
909,0385415028,5.0
3429,8422696924,5.0
3428,8422694468,5.0
3427,8422694123,5.0
3426,8422694115,5.0
1836,0671693581,5.0
3424,8422694093,5.0
3423,8422694085,5.0
3422,8422694077,5.0
3421,8422694069,5.0
3420,8422694050,5.0
890,0385299095,5.0
887,0385257481,5.0
3418,8422694026,5.0
3476,8425328624,5.0
2200,080244802X,5.0
861,0380813831,5.0
3488,8426101720,5.0
866,0380819619,5.0
3486,8425508258,5.0
869,0380820846,5.0
3482,8425335191,5.0
2201,0802448046,5.0
3480,8425333857,5.0
3479,8425332931,5.0
3478,8425330653,5.0
871,038087718X,5.0
872,0380879735,5.0
886,0385199570,5.0
3474,8425321824,5.0
874,0380898187,5.0
3470,8425202183,5.0
875,0380898624,5.0
2202,0803705042,5.0
879,0385007515,5.0
3466,8423995852,5.0
880,0385086954,5.0
881,038512158X,5.0
882,0385121679,5.0
883,0385129912,5.0
885,0385182449,5.0
919,0385508042,5.0
3417,8422694018,5.0
950,0394854438,5.0
3367,842267856X,5.0
3381,8422684454,5.0
3380,8422683636,5.0
3379,8422682990,5.0
3378,8422682303,5.0
940,0394805666,5.0
3376,8422681455,5.0
3375,8422681382,5.0
3374,8422681242,5.0
941,0394820371,5.0
3370,8422679116,5.0
3369,8422678616,5.0
3368,8422678578,5.0
3366,8422678551,5.0
938,039480029X,5.0
3365,8422678543,5.0
3364,8422678403,5.0
3363,8422678381,5.0
943,0394826655,5.0
944,0394827074,5.0
945,0394829085,5.0
3359,8422676540,5.0
946,0394829123,5.0
947,039483013X,5.0
948,0394839102,5.0
949,0394853938,5.0
3354,8422675420,5.0
939,039480564X,5.0
3384,8422685116,5.0
3416,842269400X,5.0
3400,8422691493,5.0
3415,8422693992,5.0
3414,8422693976,5.0
3413,842269395X,5.0
2204,0803717237,5.0
3411,8422693933,5.0
3410,8422693925,5.0
3407,8422693887,5.0
3406,8422693879,5.0
3405,8422693860,5.0
3404,8422693852,5.0
3403,8422693844,5.0
2205,0803770863,5.0
3399,8422690292,5.0
3385,8422685191,5.0
3398,8422690004,5.0
3397,8422689987,5.0
3395,8422687208,5.0
923,0393955524,5.0
929,0394550455,5.0
930,0394585615,5.0
3391,8422686120,5.0
932,0394588746,5.0
2206,0803785747,5.0
3388,8422685256,5.0
3387,8422685213,5.0
3386,8422685205,5.0
3205,8422636611,5.0
1019,0399232478,5.0
1075,043904555X,5.0
1137,0440406234,5.0
2990,8401351545,5.0
1213,0449005615,5.0
1905,0671829777,5.0
2993,8401374618,5.0
3081,8420430811,5.0
3080,842042899X,5.0
1162,0441104029,5.0
2994,8401376734,5.0
3076,8420425451,5.0
3072,8408040677,5.0
3071,8408039938,5.0
3070,8408034618,5.0
3069,8408029118,5.0
3068,840802910X,5.0
2995,8401377706,5.0
1209,0448405202,5.0
3066,8408027166,5.0
3065,8408026917,5.0
1208,044840463X,5.0
2987,8401327636,5.0
2986,8401326508,5.0
1160,0441102670,5.0
1146,0440440629,5.0
1138,044040746X,5.0
1139,044040908X,5.0
1223,0449212890,5.0
1140,0440409233,5.0
1193,0446527017,5.0
1142,0440411238,5.0
1143,0440412021,5.0
1145,0440422256,5.0
1148,0440596114,5.0
2984,8401324815,5.0
3095,8420513121,5.0
3090,8420479594,5.0
1906,0671868349,5.0
1218,0449148203,5.0
3087,8420466557,5.0
2982,8401324378,5.0
1217,0449006522,5.0
3085,8420441872,5.0
3064,8408024493,5.0
3063,8408024485,5.0
1207,0448190788,5.0
3035,840202520X,5.0
3044,8403597150,5.0
3017,8401495210,5.0
3018,8401495229,5.0
3019,8401495337,5.0
1196,0446527793,5.0
1184,0446364282,5.0
1185,0446386456,5.0
1187,0446516325,5.0
3021,8401498732,5.0
3046,8403597282,5.0
1188,0446519790,5.0
3022,8401498759,5.0
3023,8401499542,5.0
3031,8401807239,5.0
3024,8401499569,5.0
3025,8401499593,5.0
3026,8401499712,5.0
3027,8401499739,5.0
3045,8403597223,5.0
3047,8403599072,5.0
1206,044819077X,5.0
1175,0446323616,5.0
3006,8401443172,5.0
1202,0446610232,5.0
3060,8408019899,5.0
3010,8401464625,5.0
3057,8408016059,5.0
1174,0446322881,5.0
3011,8401464633,5.0
3012,8401464641,5.0
3054,840801420X,5.0
1181,0446363251,5.0
1177,0446341894,5.0
3052,8408012312,5.0
1076,0439061644,5.0
1200,0446607657,5.0
1178,0446350354,5.0
1199,0446606812,5.0
1179,0446350648,5.0
1198,0446603236,5.0
2979,8401323878,5.0
1141,0440410282,5.0
2978,840132369X,5.0
1107,0440209412,5.0
1101,044020271X,5.0
3170,8422630087,5.0
3168,8422627949,5.0
1920,0671894455,5.0
1104,0440205573,5.0
3164,8422625644,5.0
1106,0440207622,5.0
2967,8401322987,5.0
3159,8422622157,5.0
3174,8422630842,5.0
2223,0805000313,5.0
3154,8422619385,5.0
3152,8422619091,5.0
3110,8420628409,5.0
3151,842261717X,5.0
1228,0449236528,5.0
3150,8422617145,5.0
1117,0440220696,5.0
1100,0440200563,5.0
1099,0440198577,5.0
2970,8401323045,5.0
1091,044011585X,5.0
1080,0439158494,5.0
1081,0439162963,5.0
1082,0439179580,5.0
1083,0439188733,5.0
1234,0451122291,5.0
1084,043922005X,5.0
1086,0439333970,5.0
2218,0804119538,5.0
1233,0451081641,5.0
1098,0440194342,5.0
1092,0440126894,5.0
2959,8401310253,5.0
2963,8401322367,5.0
2964,8401322809,5.0
1229,0449901815,5.0
1093,0440135974,5.0
1094,0440166497,5.0
1095,0440170389,5.0
3147,8422615738,5.0
1190,0446521590,5.0
2971,8401323096,5.0
1120,0440223806,5.0
2976,8401323606,5.0
1123,044022473X,5.0
2225,0805001344,5.0
1126,0440225817,5.0
3121,842078270X,5.0
1127,0440225825,5.0
1128,0440226988,5.0
2226,0805004793,5.0
1130,0440236053,5.0
1131,0440236673,5.0
1132,044023669X,5.0
3114,8420633380,5.0
1134,0440236754,5.0
1224,0449219453,5.0
1135,0440236819,5.0
3130,8422605805,5.0
1124,0440224764,5.0
3143,8422614863,5.0
2975,8401323509,5.0
2972,8401323193,5.0
3140,8422614030,5.0
2240,0807114103,5.0
1227,0449230694,5.0
3146,8422615665,5.0
3144,8422614871,5.0
3133,8422611635,5.0
3142,8422614154,5.0
1915,0671880748,5.0
3135,8422612119,5.0
1116,0440220602,4.5
2444,0880389133,4.0
846,038079263X,4.0
848,038079456X,4.0
2389,0843950854,4.0
102,0061091618,4.0
130,0130807427,4.0
3396,8422687739,4.0
852,0380801701,4.0
1304,0451208153,4.0
66,0060929871,4.0
1257,0451161351,4.0
3590,8429739297,4.0
2003,0688167535,4.0
2364,0842342702,4.0
842,038078145X,4.0
1396,0515134899,4.0
490,0345354915,4.0
3514,8427109245,4.0
1277,0451178599,4.0
38,0060199032,4.0
1883,0671745069,4.0
1216,0449006379,4.0
4483,8496077128,4.0
4446,8487201008,4.0
1735,0671011413,4.0
2256,0812509250,4.0
3346,8422671972,4.0
646,0373111150,4.0
3884,8435034070,4.0
3275,842265377X,4.0
3276,8422653796,4.0
649,0373112297,4.0
1168,0441328008,4.0
1122,0440224675,4.0
652,0373112939,4.0
547,0345461436,4.0
4355,8482561383,4.0
1983,0684835959,4.0
565,0373030339,4.0
674,0373116446,4.0
551,0352333065,4.0
559,0373030185,4.0
2744,189206555X,4.0
1535,055357275X,4.0
1536,0553572776,4.0
3858,8433930733,4.0
1544,0553575171,4.0
2530,0916211045,4.0
1543,0553575104,4.0
1987,0684850400,4.0
3791,8433908812,4.0
4395,8483106035,4.0
2634,1560760540,4.0
1753,067102423X,4.0
3227,8422639874,4.0
1754,0671024248,4.0
592,0373031920,4.0
2108,0758203179,4.0
566,037303041X,4.0
3809,8433914553,4.0
3812,8433920057,4.0
635,0373108273,4.0
1066,0425181685,4.0
3185,8422632314,4.0
513,0345397819,3.5
213,0155017500,3.0
2750,1902852427,3.0
899,0385319673,3.0
2154,0786705868,3.0
2668,1567181724,3.0
2360,0842329218,3.0
2563,0962325023,3.0
1248,0451156609,3.0
1275,0451175751,3.0
1294,0451199650,3.0
1939,0679449434,3.0
807,038000013X,3.0
1831,067168972X,3.0
487,0345352459,3.0
3271,8422652900,3.0
521,0345418689,3.0
1546,0553576380,3.0
544,0345452550,3.0
2390,0849938635,3.0
204,0151005672,3.0
1381,0515131520,3.0
1537,0553572938,3.0
524,0345422392,3.0
1331,0451821114,3.0
1843,0671721569,3.0
2476,0890098123,3.0
398,0312921411,3.0
1443,0553099744,3.0
528,0345426541,3.0
1731,0671009249,3.0
1348,0452281636,3.0
1455,055321232X,3.0
2597,1551669498,2.5
1958,067976402X,2.5
25,0060009241,2.0
2071,0743444264,2.0
1246,0451154967,2.0
1231,044990542X,2.0
1444,0553107046,2.0
154,014005829X,2.0
2081,0743460529,2.0
511,0345391802,2.0
2701,1573228397,2.0
826,0380752859,2.0
484,0345349342,2.0
1314,0451408888,2.0
1777,0671042858,2.0
1324,0451524292,2.0
2278,0812971043,2.0
1337,0452264316,2.0
522,0345419626,2.0
850,0380796104,2.0
688,0373118120,2.0
1204,0446671002,2.0
2508,0895267136,2.0
1369,0515112305,2.0
1289,0451194063,2.0
1507,055334949X,1.0
2335,0821769367,1.0
1163,0441142273,1.0
4084,8474444063,1.0
864,0380818647,1.0
1558,0553585118,1.0
1054,0425148297,1.0
4401,848310766X,1.0
2734,1879194252,1.0
1186,0446515078,1.0
3224,8422638940,1.0
3408,8422693895,1.0
3184,8422632187,1.0
438,0316769487,1.0
400,0312952260,1.0
3402,8422693836,1.0
831,0380757265,1.0
4086,8474444314,1.0
3372,842268022X,1.0
828,0380756250,1.0
1281,0451184718,1.0
3409,8422693917,1.0
1183,0446363707,1.0
